[0.2410724483027844, -0.6271920624101794, -0.36227560192740893, -0.47284640459928173, 0.6021673766135807, -0.4981275060828523, 0.4394935074898323, 0.925318292183444, 0.33207181920251205, -0.3379512122450592, -0.271140053844924, 0.7009240119968396, -0.1977401991276937, 0.31436478259031175]|1500|12
[0.6818847797369698, 0.0034643957774176393, -0.9510847866382004, 0.2749816300520245, 0.27156271755331796, -0.7764048167742272, 0.4966766754507821, 0.1907054001137085, -0.9670229156464001, 0.4036725849724436, -0.7495248883990131, 0.5100234715925069, -0.8359146279261835, -0.6984485415686552]|7600|47
[0.6818847797369698, 0.0034643957774176393, -0.9510847866382004, 0.2749816300520245, 0.6021673766135807, -0.4981275060828523, 0.4394935074898323, 0.1907054001137085, -0.9670229156464001, 0.2817941092214422, -0.7495248883990131, 0.5100234715925069, -0.1977401991276937, -0.6984485415686552]|28940|101
[0.8977030239691923, 0.0034643957774176393, -0.9510847866382004, 0.2749816300520245, 0.27156271755331796, -0.5387897530525463, -0.8672482925497396, 0.3741266142353352, -0.9670229156464001, -0.6534443871972933, -0.7495248883990131, 0.5100234715925069, -0.8359146279261835, -0.7339073117566721]|29320|101
[0.8977030239691923, -0.08146631075728927, -0.9510847866382004, 0.2749816300520245, -0.25857531108754994, -0.5387897530525463, -0.8672482925497396, 0.6172931949804212, -0.9670229156464001, -0.6534443871972933, -0.7495248883990131, 0.5100234715925069, -0.8359146279261835, -0.7339073117566721]|33660|101
[0.8977030239691923, 0.0034643957774176393, -0.9510847866382004, 0.2749816300520245, -0.9741486770574332, -0.5387897530525463, -0.833672258900293, 0.2717690538252353, 0.33207181920251205, -0.6534443871972933, -0.7495248883990131, 0.7009240119968396, -0.8359146279261835, -0.6984485415686552]|29820|101
[0.8977030239691923, -0.6271920624101794, -0.9510847866382004, 0.2749816300520245, 0.27156271755331796, -0.5387897530525463, -0.8672482925497396, 0.06717002800867466, -0.9670229156464001, -0.6534443871972933, -0.7495248883990131, 0.7009240119968396, -0.8359146279261835, -0.7339073117566721]|29240|101
[0.8977030239691923, -0.08146631075728927, -0.9510847866382004, 0.2749816300520245, -0.7063108069681907, -0.5387897530525463, -0.8672482925497396, 0.30659720956502867, -0.9670229156464001, -0.6534443871972933, -0.7495248883990131, 0.8757715316116392, -0.8359146279261835, -0.7339073117566721]|29700|101
[0.8977030239691923, 0.5188346468897151, -0.9510847866382004, -0.47284640459928173, -0.25857531108754994, -0.5387897530525463, -0.16791144910410205, 0.28111503503337176, 0.33207181920251205, 0.2817941092214422, -0.7495248883990131, 0.5100234715925069, -0.8359146279261835, 0.5125205888909861]|29880|101
[0.8977030239691923, -0.6271920624101794, -0.22595848976933075, 0.2749816300520245, 0.6021673766135807, -0.5387897530525463, -0.8672482925497396, 0.6172931949804212, -0.9670229156464001, -0.6534443871972933, 0.20578578585508067, 0.7009240119968396, -0.8359146279261835, -0.7339073117566721]|29120|101
[0.8977030239691923, -0.6271920624101794, 0.8016077667073904, 0.2749816300520245, -0.7063108069681907, -0.5387897530525463, 0.4455137923487702, 0.6172931949804212, -0.9670229156464001, -0.6534443871972933, -0.7495248883990131, 0.7009240119968396, -0.8359146279261835, -0.7339073117566721]|30560|102
[0.8977030239691923, -0.3204577444342831, -0.9510847866382004, -0.47284640459928173, -0.618434337643176, -0.7817307677812968, -0.8672482925497396, 0.28111503503337176, 0.33207181920251205, 0.2817941092214422, -0.7495248883990131, 0.5100234715925069, -0.8359146279261835, 0.5125205888909861]|38800|101
[0.8977030239691923, -0.6271920624101794, -0.9510847866382004, -0.7663096723807046, -0.618434337643176, -0.5387897530525463, -0.8672482925497396, 0.7864467311324221, 0.9091843434247739, 0.8744206909304411, -0.43991022392504675, -0.5370326652698068, -0.8359146279261835, 0.5125205888909861]|42340|101
[0.8977030239691923, -0.6271920624101794, -0.22595848976933075, -0.47284640459928173, 0.5573345592879688, -0.5387897530525463, -0.8672482925497396, 0.6172931949804212, 0.7356117948584342, 0.2817941092214422, -0.7495248883990131, 0.5100234715925069, -0.8359146279261835, 0.5125205888909861]|39360|101
[0.8977030239691923, -0.6271920624101794, -0.22595848976933075, -0.16689768382060022, 0.9595059573569307, -0.7817307677812968, -0.8672482925497396, 0.75253751899954, -0.9670229156464001, -0.6534443871972933, 0.9204133969220378, 0.16884167217643675, -0.974629849419808, -0.7339073117566721]|42900|101
[0.8977030239691923, -0.6271920624101794, -0.22595848976933075, -0.16689768382060022, 0.9595059573569307, -0.7817307677812968, -0.8672482925497396, 0.75253751899954, -0.9670229156464001, -0.6534443871972933, 0.9204133969220378, 0.16884167217643675, -0.974629849419808, -0.7339073117566721]|46240|101
[0.8977030239691923, -0.6271920624101794, -0.22595848976933075, -0.47284640459928173, 0.9595059573569307, 0.5069263481807542, -0.8672482925497396, 0.75253751899954, 0.33207181920251205, -0.6534443871972933, -0.43991022392504675, 0.16884167217643675, -0.974629849419808, -0.7339073117566721]|37920|101
[0.8977030239691923, -0.6271920624101794, -0.22595848976933075, -0.47284640459928173, 0.9595059573569307, 0.5069263481807542, -0.8672482925497396, 0.75253751899954, 0.33207181920251205, -0.6534443871972933, -0.43991022392504675, 0.16884167217643675, -0.974629849419808, -0.7339073117566721]|44560|102
[0.8977030239691923, -0.6271920624101794, -0.22595848976933075, -0.47284640459928173, -0.618434337643176, -0.86672505719451, -0.8521767580007076, 0.28111503503337176, 0.33207181920251205, -0.6534443871972933, 0.20578578585508067, 0.16884167217643675, -0.974629849419808, 0.5125205888909861]|46520|101
