[0.5805661700520182, 0.7607647443126826, -0.20514499908822148, 0.7134363228783391, 0.13514810803577837, 0.3371063413480089, -0.5409979276979748, 0.8420016513789197, -0.14108313363715186, 0.0019510645601550358, -0.6158826968068729, -0.41595520028074606, -0.773841921631903]|653280|520
[0.4366306442721901, 0.21403505208600615, -0.20514499908822148, -0.052252583297341504, 0.9420327101851449, 0.3371063413480089, -0.5409979276979748, 0.41281189749209846, -0.0018730300248084308, 0.6494234224765245, -0.8006684793218719, -0.5257313959796177, -0.773841921631903]|450900|409
[0.5805661700520182, 0.7607647443126826, -0.437695807431314, -0.052252583297341504, 0.964624551596726, 0.3371063413480089, -0.5409979276979748, 0.8420016513789197, -0.0018730300248084308, 0.0019510645601550358, -0.6158826968068729, -0.41595520028074606, -0.773841921631903]|5512300|1458
[0.4366306442721901, 0.21403505208600615, -0.20514499908822148, -0.052252583297341504, 0.5206518427556428, 0.3371063413480089, -0.4890056043233375, 0.41281189749209846, -0.0018730300248084308, 0.6494234224765245, -0.6158826968068729, -0.41595520028074606, -0.5035696544708572]|989180|664
[0.4366306442721901, 0.21403505208600615, -0.20514499908822148, -0.052252583297341504, 0.2810089965206035, 0.3371063413480089, -0.4890056043233375, 0.48216995425076203, -0.0018730300248084308, 0.6494234224765245, -0.6158826968068729, -0.41595520028074606, -0.5035696544708572]|6377780|1666
[0.4366306442721901, -0.42278664125412124, -0.20514499908822148, -0.052252583297341504, 0.2810089965206035, 0.3371063413480089, -0.4890056043233375, 0.8339003972378074, -0.0018730300248084308, 0.6494234224765245, -0.6158826968068729, -0.41595520028074606, -0.773841921631903]|9164360|1996
[0.4366306442721901, 0.35504881159938795, -0.20514499908822148, -0.040277538100367494, 0.2810089965206035, 0.3371063413480089, -0.4890056043233375, 0.48216995425076203, 0.2695759090453054, 0.6494234224765245, -0.6158826968068729, -0.2475287184196513, -0.773841921631903]|5065900|1410
[0.4366306442721901, 0.21403505208600615, -0.20514499908822148, -0.052252583297341504, 0.2810089965206035, 0.70890637968575, -0.4890056043233375, 0.48216995425076203, -0.0018730300248084308, 0.6494234224765245, -0.6158826968068729, 0.6892131250660432, -0.773841921631903]|8641440|1940
[0.4366306442721901, 0.21403505208600615, -0.20514499908822148, -0.052252583297341504, 0.2810089965206035, 0.70890637968575, -0.4890056043233375, 0.48216995425076203, -0.0018730300248084308, 0.6494234224765245, -0.6158826968068729, -0.41786119764306684, -0.773841921631903]|5917020|1620
[0.4366306442721901, 0.21403505208600615, -0.7887387955391358, -0.052252583297341504, 0.2810089965206035, 0.70890637968575, -0.4890056043233375, 0.48216995425076203, -0.0018730300248084308, 0.6494234224765245, -0.6158826968068729, -0.41786119764306684, -0.773841921631903]|2810940|1110
